,microsecs,n_reprocessing
3186649,768,0
3186686,1307,0
3186853,1733,0
3186865,1424,0
3186897,1561,0
3186969,1410,0
3187017,1726,0
3187065,1580,0
3187088,815,0
3187179,1268,0
3187258,808,0
3187377,1726,0
3187402,1008,0
3187449,911,0
3187565,1285,0
3187604,969,0
3187824,1774,0
3187855,895,0
3187983,1515,0
3187999,1696,0
3188018,993,0
3188085,1815,0
3188114,1377,0
3188148,1267,0
3188183,1138,0
3188195,1168,0
3188217,6131,0
3188258,2130,0
3188278,1131,0
3188298,1359,0
3188310,1369,0
3188341,1183,0
3188417,1003,0
3188636,865,0
3188768,1624,0
3188809,1398,0
3188869,1091,0
3188935,759,0
3189067,708,0
3189166,822,0
3189198,1667,0
3189264,809,0
3189382,687,0
3189481,1523,0
3189511,843,0
3189611,1948,0
3189637,1757,0
3189666,3880,0
3189695,1708,0
3189723,1713,0
3189742,1325,0
3189762,1389,0
3189798,1392,0
3189818,1518,0
3189846,1066,0
3189890,1461,0
3189918,1557,0
3189957,1091,0
3190005,8611,0
3190028,947,0
3190127,1641,0
3190146,1541,0
3190193,894,0
3190226,1376,0
3190341,779,0
3190447,983,0
3190546,698,0
3190590,1353,0
3190661,934,0
3190772,1689,0
3190863,793,0
3190981,1633,0
3191003,1707,0
3191027,1376,0
3191050,1492,0
3191072,1576,0
3191103,1152,0
3191142,829,0
3191253,1154,0
3191476,802,0
3191575,1137,0
3191627,1759,0
3191646,804,0
3191666,853,0
3191695,1339,0
3191722,1058,0
3191766,1160,0
3191817,1414,0
3191845,1303,0
3191888,1247,0
3191900,1240,0
3191928,1490,0
3191947,1090,0
3191982,779,0
3192234,1797,0
3192254,1521,0
3192274,1456,0
3192294,1414,0
3192322,1215,0
3192465,785,0
3192652,777,0
3192697,1154,0
3192757,830,0
3192854,1366,0
3192881,1243,0
3192912,1287,0
3192931,891,0
3192959,1522,0
3192979,1094,0
3193007,919,0
3193035,1536,0
3193063,1086,0
3193094,839,0
3193210,1330,0
3193243,1579,0
3193266,921,0
3193326,1930,0
3193341,758,0
3193458,1245,0
3193477,1693,0
3193617,1438,0
3193653,1577,0
3193696,1556,0
3193717,1047,0
3193766,1546,0
3193786,1127,0
3193822,1860,0
3193836,1585,0
3193876,1420,0
3193906,1174,0
3193942,1814,0
3193981,963,0
3194105,784,0
3194132,703,0
3194255,1739,0
3194291,1487,0
3194314,1407,0
3194366,1331,0
3194481,1483,0
3194509,1286,0
3194529,924,0
3194556,1008,0
3194583,658,0
3194615,1074,0
3194665,944,0
3194792,920,0
3195130,1892,0
3195154,1306,0
3195185,1375,0
3195210,1346,0
3195255,1475,0
3195283,1342,0
3195330,921,0
3195433,1636,0
3195458,975,0
3195484,1344,0
3195514,1378,0
3195542,1402,0
3195578,1722,0
3195598,1039,0
3195626,828,0
3195662,1592,0
3195725,824,0
3195952,1185,0
3196004,1614,0
3196016,987,0
3196055,1409,0
3196087,1573,0
3196107,1354,0
3196147,1288,0
3196170,1161,0
3196197,1039,0
3196209,956,0
3196231,1253,0
3196263,1690,0
3196284,1516,0
3196318,1507,0
3196416,1448,0
3196438,1489,0
3196477,944,0
3196604,898,0
3196712,2072,0
3196740,1376,0
3196759,1266,0
3196819,1541,0
3196858,779,0
3196956,1376,0
3196997,1660,0
3197030,1756,0
3197106,972,0
3197169,1210,0
3197196,707,0
3197216,1743,0
3197243,1451,0
3197262,1176,0
3197305,1321,0
3197337,1676,0
3197360,997,0
3197407,842,0
3197507,1275,0
3197556,1555,0
3197608,1583,0
3197628,1381,0
3197661,1794,0
3197684,1444,0
3197723,1276,0
3197748,804,0
3197785,1034,0
3197829,2492,0
3197853,1150,0
3197880,1866,0
3197909,922,0
3197937,1142,0
3197957,1966,0
3197983,1371,0
3198012,1368,0
3198047,913,0
3198102,698,0
3198306,1241,0
3198337,1132,0
3198385,1637,0
3198429,1336,0
3198473,1507,0
3198493,1583,0
3198540,791,0
3198656,1633,0
3198684,1563,0
3198715,1012,0
3198810,1250,0
3198834,1509,0
3198870,2150,0
3198890,1561,0
3198924,1881,0
3198936,1162,0
3198964,1565,0
3199016,970,0
3199038,1425,0
3199063,1295,0
3199079,1381,0
3199117,1723,0
3199130,1217,0
3199150,1057,0
3199205,616,0
3199321,905,0
3199372,836,0
3199392,1244,0
3199428,1000,0
3199483,856,0
3199583,1040,0
3199626,1445,0
3199665,692,0
3199765,1283,0
3199932,839,0
3200055,1135,0
3200083,848,0
3200381,1207,0
3200433,1577,0
3200456,1414,0
3200495,1531,0
3200524,2131,0
3200671,1696,0
3200803,1803,0
3200850,965,0
3200966,2039,0
3200997,904,0
3201097,1289,0
3201131,1873,0
3201153,1457,0
3201173,974,0
3201216,764,0
3201235,630,0
3201247,887,0
3201302,808,0
3201394,1305,0
3201417,1686,0
3201441,1345,0
3201493,1397,0
3201508,1098,0
3201679,843,0
3201731,1550,0
3201743,1507,0
3201761,1365,0
3201830,1024,0
3201922,1464,0
3201934,1050,0
3201946,1179,0
3201958,1661,0
3201977,1144,0
3202069,1380,0
3202112,1327,0
3202131,996,0
3202166,1727,0
3202186,863,0
3202270,1453,0
3202282,1617,0
3202306,1328,0
3202349,1009,0
3202409,1463,0
3202421,941,0
3202516,989,0
3202568,892,0
3202580,856,0
3202616,895,0
3202724,1536,0
3202811,1020,0
3202871,1277,0
3202899,1234,0
3202946,775,0
3203089,809,0
3203160,896,0
3203210,1511,0
3203255,1349,0
3203267,924,0
3203363,1608,0
3203417,1192,0
3203459,1251,0
3203470,1093,0
3203498,1740,0
3203659,866,0
3203727,1388,0
3203770,1435,0
3203830,1752,0
3203858,1328,0
3203889,785,0
3203965,1784,0
3203996,1627,0
3204013,1247,0
3204104,841,0
3204165,1597,0
3204208,1609,0
3204228,1474,0
3204240,1440,0
3204300,1466,0
3204331,918,0
3204414,1444,0
3204453,885,0
3204521,1786,0
3204533,1204,0
3204580,924,0
3204696,1524,0
3204719,836,0
3204777,909,0
3204830,1570,0
3204842,1435,0
3204862,1419,0
3205004,896,0
3205072,1696,0
3205083,1051,0
3205103,1177,0
3205147,1738,0
3205175,1257,0
3205267,1565,0
3205298,938,0
3205361,1370,0
3205402,1504,0
3205457,855,0
3205521,4012,0
3205560,1609,0
3205575,1394,0
3205594,1335,0
3205612,1422,0
3205640,1397,0
3205706,1514,0
3205761,971,0
3205877,1498,0
3205913,1535,0
3205924,782,0
3205955,747,0
3206015,1461,0
3206027,1507,0
3206167,1703,0
3206187,1406,0
3206218,1003,0
3206282,1639,0
3206298,1227,0
3206318,1480,0
3206338,1364,0
3206374,1599,0
3206394,1004,0
3206414,1420,0
3206426,1189,0
3206446,1309,0
3206530,1713,0
3206556,2058,0
3206570,1596,0
3206609,861,0
3206677,1689,0
3206697,1465,0
3206728,675,0
3206788,1479,0
3206800,834,0
3206831,863,0
3206890,1089,0
3206910,2221,0
3206946,1527,0
3206966,1761,0
3206978,1433,0
3207007,1131,0
3207041,1492,0
3207088,920,0
3207231,786,0
3207362,1343,0
3207423,1187,0
3207456,1704,0
3207500,1366,0
3207520,1446,0
3207614,1835,0
3207632,1039,0
3207652,820,0
3207672,896,0
3207795,1070,0
3207807,1559,0
3207859,1788,0
3207879,1486,0
3207926,945,0
3207973,1061,0
3208009,1492,0
3208061,1616,0
3208100,777,0
3208128,1380,0
3208140,1411,0
3208168,2537,0
3208222,1435,0
3208255,1038,0
3208267,1099,0
3208287,1289,0
3208307,1248,0
3208415,1829,0
3208434,1162,0
3208449,794,0
3208485,1486,0
3208529,1496,0
3208564,1402,0
3208635,792,0
3208677,1591,0
3208721,917,0
3208741,1426,0
3208820,911,0
3208851,948,0
3208903,1797,0
3208918,1431,0
3208962,2664,0
3208990,2572,0
3209021,4124,0
3209041,1773,0
3209133,1299,0
3209153,1637,0
3209205,1624,0
3209233,1372,0
3209269,1578,0
3209337,1338,0
3209357,1407,0
3209424,783,0
3209436,1436,0
3209515,743,0
3209774,1036,0
3209797,849,0
3209856,743,0
3209884,805,0
3209939,845,0
3210121,796,0
3210182,907,0
3210233,1396,0
3210348,592,0
3210462,781,0
3210474,1587,0
3210569,871,0
3210637,1132,0
3210656,638,0
3210790,688,0
3210858,997,0
3210921,583,0
3210973,1507,0
3210996,920,0
3211055,1118,0
3211083,1762,0
3211106,813,0
3211173,699,0
3211185,1090,0
3211205,889,0
3211224,757,0
3211244,1442,0
3211376,1199,0
3211411,814,0
3211431,745,0
3211457,866,0
3211541,965,0
3211554,1113,0
3211573,728,0
3211650,1077,0
3211669,1042,0
3211689,853,0
3211749,1779,0
3211777,1327,0
3211789,1375,0
3211865,1618,0
3211917,1452,0
3211969,1596,0
3211989,974,0
3212009,1490,0
3212077,1626,0
3212100,703,0
3212167,1214,0
3212179,1368,0
3212215,1246,0
3212235,1505,0
3212321,760,0
3212389,621,0
3212409,932,0
3212429,835,0
3212456,1048,0
3212484,1573,0
3212512,1161,0
3212531,885,0
3212599,1367,0
3212632,1558,0
3212703,1027,0
3212723,824,0
3212743,1649,0
3212763,1131,0
3212811,638,0
3212878,1698,0
3212922,1082,0
3212966,1230,0
3212986,1491,0
3213006,1504,0
3213018,1333,0
3213038,1040,0
3213058,962,0
3213334,1359,0
3213497,637,0
3213517,906,0
3213532,864,0
3213592,1035,0
3213655,1483,0
3213787,1001,0
3213901,664,0
3213919,660,0
3213946,1549,0
3213993,840,0
3214061,1418,0
3214081,2606,0
3214109,1433,0
3214121,1446,0
3214212,1542,0
3214232,1335,0
3214243,958,0
3214263,956,0
3214338,918,0
3214372,812,0
3214395,1209,0
3214455,1720,0
3214483,1753,0
3214495,1159,0
3214577,1101,0
3214589,909,0
3214633,1157,0
3214661,874,0
3214689,889,0
3214731,1408,0
3214801,1493,0
3214852,1647,0
3214888,897,0
3214940,1723,0
3214963,1005,0
3215058,1248,0
3215099,1428,0
3215145,1501,0
3215245,1260,0
3215273,1154,0
3215296,920,0
3215419,994,0
3215447,1665,0
3215474,1305,0
3215552,1782,0
3215584,1504,0
3215631,890,0
3215686,1115,0
3215711,1404,0
3215747,1448,0
3215767,1217,0
3215867,3351,0
3215903,1716,0
3215915,1577,0
3215927,1334,0
3215939,1538,0
3216023,1482,0
3216155,3017,0
3216239,1271,0
3216258,1162,0
3216286,1486,0
3216306,1171,0
3216321,999,0
3216387,776,0
3216399,847,0
3216430,958,0
3216490,1032,0
3216510,1443,0
3216653,863,0
3216775,1191,0
3216798,1713,0
3216826,868,0
3216910,1623,0
3216934,1166,0
3217006,1959,0
3217024,823,0
3217036,1536,0
3217080,1468,0
3217092,878,0
3217120,1484,0
3217156,1436,0
3217195,822,0
3217263,1592,0
3217298,1561,0
3217413,1228,0
3217425,1648,0
3217445,1102,0
3217473,1528,0
3217492,670,0
3217504,951,0
3217524,1506,0
3217647,1244,0
3217819,1209,0
3217853,642,0
3218015,835,0
3218046,851,0
3218168,1997,0
3218180,1178,0
3218280,1078,0
3218308,1391,0
3218320,1481,0
3218364,844,0
3218376,923,0
3218444,831,0
3218456,902,0
3218508,917,0
3218568,1741,0
3218588,1360,0
3218608,1076,0
3218692,1259,0
3218712,889,0
3218796,2529,0
3218832,1382,0
3218948,1472,0
3218976,1450,0
3218988,1288,0
3219008,1785,0
3219067,1060,0
3219102,1501,0
3219266,1157,0
3219398,1113,0
3219409,693,0
3219480,813,0
3219539,1500,0
3219622,1279,0
3219753,1337,0
3219805,1388,0
3219852,840,0
3219960,1338,0
3219971,871,0
3220031,1374,0
3220139,1479,0
3220167,1493,0
3220291,1401,0
3220327,1197,0
3220339,804,0
3220414,787,0
3220425,951,0
3220461,1201,0
3220521,1399,0
3220549,1614,0
3220568,545,0
3220580,762,0
3220674,776,0
3220772,1046,0
3220831,681,0
3220946,1078,0
3221037,1744,0
3221148,830,0
3221208,849,0
3221282,713,0
3221302,1034,0
3221322,1418,0
3221405,748,0
3221424,1010,0
3221444,1325,0
3221511,1428,0
3221745,760,0
3221823,826,0
3221875,820,0
3221927,1351,0
3221946,1316,0
3221965,1675,0
3222172,777,0
3222350,1982,0
3222439,1689,0
3222586,1123,0
3222741,1657,0
3222856,1836,0
3222868,1574,0
3222896,2075,0
3222951,1081,0
3222967,676,0
3222979,1529,0
3222999,983,0
3223067,1010,0
3223079,831,0
3223122,1176,0
3223213,846,0
3223233,811,0
3223276,1452,0
3223299,748,0
3223358,930,0
3223480,1238,0
3223698,1595,0
3223718,1404,0
3223800,1315,0
3223895,1017,0
3223954,1338,0
3223973,1426,0
3223985,1481,0
3224253,1688,0
3224265,948,0
3224284,536,0
3224304,1284,0
3224387,1071,0
3224511,2213,0
3224523,804,0
3224591,1739,0
3224627,1829,0
3224662,1050,0
3224738,1661,0
3224758,848,0
3224825,1010,0
3224963,1012,0
3225031,1477,0
3225070,5082,0
3225078,1940,0
3225146,1920,0
3225182,1591,0
3225225,997,0
3225261,1654,0
3225289,1477,0
3225364,959,0
3225400,1655,0
3225500,1117,0
3225552,1844,0
3225588,1396,0
3225632,1776,0
3225676,1584,0
3225760,1793,0
3225788,1519,0
3225848,1689,0
3225868,968,0
3225888,1652,0
3225916,1427,0
3225944,1479,0
3225972,1004,0
3226027,911,0
3226047,1321,0
3226067,1861,0
3226106,1301,0
3226134,1569,0
3226178,1590,0
3226198,1450,0
3226210,1359,0
3226273,2524,0
3226290,1263,0
3226310,1225,0
3226322,1151,0
3226345,774,0
3226373,1527,0
3226409,1802,0
3226437,1639,0
3226465,1544,0
3226552,733,0
3226572,1350,0
3226595,777,0
3226655,1831,0
3226678,855,0
3226722,1884,0
3226782,1971,0
3226802,1408,0
3226814,1304,0
3226826,1500,0
3226894,1163,0
3226914,1516,0
3226926,1170,0
3226954,1284,0
3227105,1287,0
3227160,669,0
3227228,1741,0
3227248,1375,0
3227259,802,0
3227278,1344,0
3227297,595,0
3227347,550,0
3227415,1453,0
3227503,1695,0
3227525,952,0
3227544,589,0
3227555,1106,0
3227583,928,0
3227609,541,0
3227657,1424,0
3227701,1683,0
3227728,846,0
3227748,1312,0
3227927,914,0
3227963,854,0
3228023,2381,0
3228062,819,0
3228114,1575,0
3228142,1283,0
3228165,827,0
3228288,1589,0
3228404,1632,0
3228416,1385,0
3228484,1200,0
3228592,1069,0
3228619,585,0
3228631,937,0
3228662,664,0
3228725,735,0
3228782,1156,0
3228824,728,0
3228868,1461,0
3228907,1764,0
3229004,1179,0
3229042,676,0
3229142,1724,0
3229161,676,0
3229181,1014,0
3229272,1794,0
3229300,1315,0
3229416,1200,0
3229546,689,0
3229574,792,0
3229621,711,0
3229840,1604,0
3229860,832,0
3229894,1835,0
3229908,1316,0
3229928,1330,0
3229972,1124,0
3230035,952,0
3230223,1489,0
3230330,645,0
3230349,591,0
3230388,794,0
3230486,1273,0
3230506,966,0
3230518,796,0
3230538,1073,0
3230566,1598,0
3230578,880,0
3230622,1440,0
3230649,604,0
3230677,1103,0
3230759,801,0
3230798,971,0
3230898,1629,0
3230909,872,0
3230929,1178,0
3230960,644,0
3231060,914,0
3231104,1063,0
3231124,900,0
3231151,595,0
3231182,1076,0
3231273,1004,0
3231388,1413,0
3231423,872,0
3231515,1201,0
3231534,543,0
3231553,1004,0
3231576,866,0
3231747,1302,0
3231766,732,0
3231794,1682,0
3231806,738,0
3231826,772,0
3231854,1058,0
3231874,1831,0
3231917,1094,0
3231941,1136,0
3231956,773,0
3231967,999,0
3231987,885,0
3231999,965,0
3232059,941,0
3232094,1201,0
3232122,944,0
3232161,946,0
3232264,725,0
3232356,1711,0
3232480,890,0
3232491,589,0
3232511,878,0
3232634,954,0
3232829,1173,0
3232937,971,0
3232980,965,0
3233087,1374,0
3233117,986,0
3233225,934,0
3233312,778,0
3233395,816,0
3233442,902,0
3233534,1345,0
3233553,677,0
3233583,918,0
3233674,1211,0
3233814,910,0
3234037,717,0
3234121,970,0
3234213,980,0
3234264,1016,0
3234334,687,0
3234417,637,0
3234437,1049,0
3234465,999,0
3234493,1512,0
3234540,1127,0
3234648,1882,0
3234779,1439,0
3234791,1040,0
3234819,910,0
3234858,583,0
3234942,765,0
3235057,1319,0
3235069,1126,0
3235101,1257,0
3235136,872,0
3235220,935,0
3235232,1217,0
3235332,937,0
3235359,571,0
3235395,1665,0
3235423,1628,0
3235443,1611,0
3235478,906,0
3235546,1698,0
3235582,1209,0
3235601,1225,0
3235613,1053,0
3235657,801,0
3235676,913,0
3235747,702,0
3235886,660,0
3235961,661,0
3236047,1232,0
3236100,597,0
3236184,893,0
3236212,946,0
3236304,792,0
3236412,1036,0
3236432,871,0
3236513,816,0
3236597,808,0
3236689,924,0
3236789,1239,0
3236808,668,0
3236860,1061,0
3237011,727,0
3237103,1430,0
3237130,744,0
3237157,936,0
3237183,906,0
3237218,1098,0
3237253,867,0
3237268,799,0
3237352,1270,0
3237395,1329,0
3237469,671,0
3237501,1079,0
3237516,1104,0
3237630,1343,0
3237646,1483,0
3237742,1035,0
3237786,1068,0
3237926,1271,0
3237962,1500,0
3238009,828,0
3238117,918,0
3238137,903,0
3238166,1103,0
3238201,1729,0
3238245,1541,0
3238280,1101,0
3238319,712,0
3238419,874,0
3238438,1305,0
3238468,879,0
3238520,874,0
3238612,1019,0
3238664,794,0
3238703,1023,0
3238787,1187,0
3238991,950,0
3239010,549,0
3239037,889,0
3239137,1278,0
3239165,1089,0
3239189,1677,0
3239229,981,0
3239257,1384,0
3239296,808,0
3239381,1194,0
3239638,1294,0
3239658,1111,0
3239697,806,0
3239869,1131,0
3239881,965,0
3239996,1168,0
3240024,1052,0
3240047,617,0
3240135,1176,0
3240187,1539,0
3240291,1555,0
3240334,980,0
3240358,1724,0
3240405,681,0
3240444,809,0
3240520,1156,0
3240635,683,0
3240663,1124,0
3240690,683,0
3240701,601,0
3240721,1201,0
3240787,1035,0
3240823,1086,0
3240843,1103,0
3240930,744,0
3241078,1334,0
3241105,1081,0
3241124,695,0
3241144,1033,0
3241268,1000,0
3241344,1117,0
3241371,493,0
3241524,1079,0
3241535,759,0
3241698,1000,0
3241718,1138,0
3241825,829,0
3241837,950,0
3241849,942,0
3241868,745,0
3241959,1164,0
3241979,1082,0
3242071,1130,0
3242115,1107,0
3242281,678,0
3242357,949,0
3242376,519,0
3242387,558,0
3242410,692,0
3242486,1078,0
3242529,1007,0
3242723,768,0
3242934,779,0
3242954,993,0
3243084,939,0
3243096,1031,0
3243123,580,0
3243159,1372,0
3243307,1222,0
3243335,1213,0
3243355,1141,0
3243375,1031,0
3243489,1217,0
3243525,1135,0
3243537,893,0
3243573,1155,0
3243585,1025,0
3243604,669,0
3243695,1369,0
3243723,6203,0
3243732,12198,0
3243747,25504,0
3243803,1426,0
3243842,1153,0
3243899,1213,0
3243933,1063,0
3244020,747,0
3244096,941,0
3244180,1172,0
3244192,1390,0
3244220,1067,0
3244232,1733,0
3244252,1887,0
3244280,1041,0
3244364,1394,0
3244467,841,0
3244613,948,0
3244634,1615,0
3244677,1185,0
3244716,954,0
3244835,856,0
3244915,1746,0
3245011,1931,0
3245023,1681,0
3245051,1596,0
3245151,1433,0
3245265,5038,0
3245288,1352,0
3245407,1549,0
3245619,1341,0
3245722,772,0
3245796,1309,0
3245817,1755,0
3245837,1185,0
3245857,1358,0
3245872,1339,0
3246004,1236,0
3246086,661,0
3246193,1584,0
3246300,1736,0
3246321,1761,0
3246339,1476,0
3246350,950,0
3246369,1450,0
3246389,1507,0
3246465,1813,0
3246484,993,0
3246503,1182,0
3246520,2016,0
3246550,1568,0
3246562,1648,0
3246679,1543,0
3246698,1517,0
3246710,1005,0
3246895,1229,0
3246947,1478,0
3246975,2154,0
3246987,2145,0
3247002,1405,0
3247019,1646,0
3247041,647,0
3247275,1095,0
3247294,749,0
3247314,1464,0
3247334,1174,0
3247378,1466,0
3247566,1379,0
3247983,1107,0
3248019,1444,0
3248062,1455,0
3248082,1071,0
3248118,1199,0
3248130,1465,0
3248150,1249,0
3248249,991,0
3248284,1073,0
3248384,958,0
3248447,1281,0
3248470,1515,0
3248490,1595,0
3248510,1625,0
3248529,638,0
3248552,765,0
3248703,1460,0
3248723,1017,0
3248807,2360,0
3249087,1423,0
3249114,1372,0
3249205,1124,0
3249217,1288,0
3249253,1080,0
3249371,1221,0
3249380,929,0
3249410,1007,0
3249510,1479,0
3249538,1590,0
3249685,1343,0
3249697,1425,0
3249785,634,0
3249808,1379,0
3249892,1838,0
3249912,1342,0
3249932,764,0
3250023,1228,0
3250074,1658,0
3250102,1619,0
3250133,855,0
3250216,785,0
3250243,1219,0
3250277,1472,0
3250297,1363,0
3250324,1470,0
3250371,1624,0
3250473,1376,0
3250492,1130,0
3250680,1570,0
3250819,1408,0
3250831,1469,0
3250858,971,0
3250961,907,0
3251044,1542,0
3251120,1738,0
3251131,716,0
3251143,1519,0
3251186,749,0
3251244,1062,0
3251255,1124,0
3251282,1329,0
3251294,1263,0
3251313,1370,0
3251352,896,0
3251507,945,0
3251583,894,0
3251603,1542,0
3251630,1664,0
3251650,1474,0
3251704,788,0
3252004,1901,0
3252095,1047,0
3252107,1430,0
3252119,1640,0
3252221,856,0
3252304,905,0
3252395,1139,0
3252498,881,0
3252654,1588,0
3252666,1661,0
3252693,1056,0
3252713,923,0
3252741,1482,0
3252776,1576,0
3252924,1304,0
3252955,641,0
3253031,1910,0
3253051,875,0
3253079,965,0
3253091,841,0
3253157,797,0
3253176,1212,0
3253187,1114,0
3253199,879,0
3253227,1837,0
3253270,1265,0
3253290,1876,0
3253544,1846,0
3253561,684,0
3253589,1360,0
3253628,870,0
3253703,817,0
3253715,962,0
3253726,880,0
3253760,774,0
3253779,418,0
3253852,948,0
3253880,1496,0
3253892,1313,0
3253939,651,0
3254090,790,0
3254197,1323,0
3254296,1627,0
3254507,1479,0
3254542,1542,0
3254554,1127,0
3254654,1419,0
3254674,1308,0
3254686,1755,0
3254717,778,0
3254816,1403,0
3254900,2096,0
3254912,1539,0
3254924,1319,0
3254944,1535,0
3254955,684,0
3255005,1158,0
3255292,927,0
3255368,1126,0
3255387,1451,0
3255431,900,0
3255585,1301,0
3255605,1627,0
3255617,1194,0
3255637,1466,0
3255665,1250,0
3255701,1793,0
3255960,1093,0
3255983,811,0
3256131,1162,0
3256310,1655,0
3256370,1470,0
3256417,1743,0
3256533,717,0
3256648,1312,0
3256687,1259,0
3256723,871,0
3256894,1260,0
3257053,886,0
3257177,1504,0
3257219,1881,0
3257353,1405,0
3257365,1341,0
3257396,813,0
3257457,1277,0
3257538,1140,0
3257566,2079,0
3257591,1501,0
3257661,1043,0
3257716,1391,0
3257749,1157,0
3257824,1496,0
3257839,689,0
3257910,868,0
3257965,723,0
3258016,940,0
3258028,1116,0
3258083,833,0
3258135,1248,0
3258168,1374,0
3258182,723,0
3258289,1080,0
3258301,1961,0
3258359,1758,0
3258446,922,0
3258498,3038,0
3258509,1242,0
3258558,1162,0
3258577,1381,0
3258597,1911,0
3258633,1547,0
3258741,1663,0
3258761,1012,0
3258892,1353,0
3258912,1352,0
3258959,955,0
3259011,1322,0
3259039,1237,0
3259050,1140,0
3259117,1655,0
3259176,2081,0
3259196,1550,0
3259278,9552,0
3259284,1501,0
3259336,1391,0
3259348,1232,0
3259560,1598,0
3259588,1515,0
3259648,1452,0
3259751,1485,0
3259779,951,0
3259805,1475,0
3259850,1481,0
3259910,1647,0
3259937,1529,0
3259971,877,0
3260032,1658,0
3260055,1150,0
3260070,610,0
3260138,1408,0
3260165,674,0
3260257,1608,0
3260293,1406,0
3260328,1206,0
3260348,1683,0
3260378,1500,0
3260403,1373,0
3260516,1721,0
3260562,1214,0
3260574,1248,0
3260626,2741,0
3260640,1365,0
3260753,918,0
3260811,983,0
3260843,33631,0
3260960,915,0
3260979,1021,0
3260999,1342,0
3261019,1871,0
3261055,1506,0
3261122,1721,0
3261151,1409,0
3261171,1325,0
3261217,875,0
3261289,1700,0
3261304,1438,0
3261324,4687,0
3261363,717,0
3261428,1612,0
3261467,1147,0
3261487,1038,0
3261523,1844,0
3261594,760,0
3261721,731,0
3261795,1703,0
3261969,1597,0
3262012,1408,0
3262023,1339,0
3262105,693,0
3262125,952,0
3262153,1728,0
3262181,1804,0
3262192,1473,0
3262228,1297,0
3262327,1656,0
3262389,775,0
3262456,1843,0
3262484,2314,0
3262503,2058,0
3262524,1348,0
3262543,906,0
3262568,1709,0
3262596,1374,0
3262626,1002,0
3262654,1091,0
3262738,1540,0
3262781,1541,0
3262809,1798,0
3262962,1524,0
3263025,1614,0
3263069,1166,0
3263097,1255,0
3263189,2019,0
3263312,1794,0
3263324,1421,0
3263344,1750,0
3263467,1043,0
3263487,1704,0
3263550,797,0
3263634,1116,0
3263732,1164,0
3263747,1503,0
3263764,1312,0
3263783,1120,0
3263811,1519,0
3263831,1145,0
3263859,1510,0
3263879,870,0
3263922,686,0
3264005,965,0
3264089,1087,0
3264116,1239,0
3264219,852,0
3264400,1084,0
3264460,1544,0
3264472,1066,0
3264503,859,0
3264590,885,0
3264666,1547,0
3264686,1048,0
3264706,1133,0
3264758,1516,0
3264770,1100,0
3264801,631,0
3264880,789,0
3264963,1610,0
3264975,1591,0
3264987,1731,0
3265014,761,0
3265043,563,0
3265108,810,0
3265200,1685,0
3265276,2096,0
3265296,1513,0
3265316,1395,0
3265359,1286,0
3265379,787,0
3265426,805,0
3265486,1619,0
3265517,935,0
3265633,1243,0
3265677,1540,0
3265697,1517,0
3265765,1683,0
3265793,957,0
3265813,869,0
3265836,1459,0
3265877,1869,0
3265897,1133,0
3265936,707,0
3265996,1408,0
3266016,1884,0
3266028,905,0
3266056,1521,0
3266209,3769,0
3266235,1301,0
3266263,1266,0
3266275,1458,0
3266319,1226,0
3266411,1564,0
3266440,949,0
3266458,1557,0
3266469,965,0
3266492,1457,0
3266517,1796,0
3266568,1491,0
3266607,1491,0
3266635,829,0
3266695,1268,0
3266723,1137,0
3266770,808,0
3266886,1463,0
3266921,1244,0
3266954,1396,0
3266977,1094,0
3267020,950,0
3267048,1757,0
3267068,1241,0
3267176,1420,0
3267283,841,0
3267310,1225,0
3267338,1590,0
3267358,1223,0
3267490,1546,0
3267661,1485,0
3267769,1425,0
3267869,1093,0
3267884,724,0
3268055,1420,0
3268074,1063,0
3268094,1494,0
3268181,879,0
3268308,1470,0
3268325,1398,0
3268465,1662,0
3268480,858,0
3268548,1600,0
3268604,1514,0
3268619,1657,0
3268649,1362,0
3268675,1406,0
3268783,1740,0
3268878,754,0
3268986,1572,0
3269005,1087,0
3269024,1131,0
3269052,1448,0
3269072,1312,0
3269152,1475,0
3269231,1413,0
3269265,1635,0
3269285,2446,0
3269348,825,0
3269408,1400,0
3269446,1382,0
3269480,1526,0
3269555,1521,0
3269567,907,0
3269587,949,0
3269647,1463,0
3269687,1609,0
3269730,749,0
3269789,1097,0
3269809,1512,0
3269829,1454,0
3269841,1166,0
3269879,905,0
3269950,678,0
3270117,1418,0
3270143,1145,0
3270242,1099,0
3270428,1694,0
3270477,741,0
3270552,966,0
3270572,1212,0
3270616,1886,0
3270636,1010,0
3270680,1278,0
3270707,1163,0
3270718,1160,0
3270738,1481,0
3270766,1639,0
3270849,1416,0
3270888,1371,0
3270921,779,0
3270940,879,0
3270967,1353,0
3271014,1454,0
3271058,864,0
3271126,1634,0
3271146,1243,0
3271191,2641,0
3271322,1567,0
3271350,968,0
3271418,1228,0
3271438,1476,0
3271467,1231,0
3271509,1101,0
3271545,5785,0
3271562,32,0
3271586,2039,0
3271648,1556,0
3271691,1261,0
3271719,1290,0
3271739,3050,0
3271793,676,0
3271920,888,0
3272015,1279,0
3272048,1351,0
3272076,1940,0
3272127,4044,0
3272143,1443,0
3272393,2406,0
3272442,868,0
3272558,1625,0
3272577,798,0
3272599,1368,0
3272640,2144,0
3272676,1059,0
3272723,660,0
3272849,1520,0
3272874,1322,0
3272910,1343,0
